prompt_raw,model,char_count,word_count,line_count,sentence_count,unique_words,avg_word_length,prompt_depth,prompt_complexity_score,has_code,has_json,has_markdown,has_math,has_xml,reasoning_prompt,creative_prompt,tool_usage_prompt,rag_prompt,input_tokens,output_tokens
Tell me about AI as if you're a caveman discovering fire.,Groq-llama-3.3-70b-versatile,57,11,1,1,11,4.18,0,0.214,False,False,False,False,False,False,True,False,False,55,355
Describe data science as if you're a noir detective.,Groq-llama-3.3-70b-versatile,52,9,1,1,9,4.78,0,0.204,False,False,False,False,False,False,True,False,False,52,608
Explain Python as if you're a motivational speaker.,Groq-llama-3.3-70b-versatile,51,8,1,1,8,5.38,0,0.352,False,False,False,False,False,True,True,False,False,52,517
Tell me about APIs as if you're a game show host.,Groq-llama-3.3-70b-versatile,49,11,1,1,11,3.45,0,0.198,False,False,False,False,False,False,True,False,False,54,568
Describe neural networks as if you're a conspiracy theorist.,Groq-llama-3.3-70b-versatile,60,9,1,1,9,5.67,0,0.22,False,False,False,False,False,False,True,False,False,53,464
Explain machine learning as if you're a nature documentary narrator.,Groq-llama-3.3-70b-versatile,68,10,1,1,10,5.8,0,0.386,False,False,False,False,False,True,True,False,False,54,557
"Explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanation method.",Groq-llama-3.3-70b-versatile,159,25,1,1,16,5.2,0,0.468,False,False,False,False,False,True,False,False,False,73,612
"Create a prompt that asks for an explanation, and then answer that prompt, and then explain why you answered it that way.",Groq-llama-3.3-70b-versatile,121,22,1,1,17,4.41,0,0.392,False,False,False,False,False,True,False,False,False,66,458
"Tell me what you think I want to know, and then tell me what I actually want to know, and then tell me the difference.",Groq-llama-3.3-70b-versatile,118,25,1,1,14,3.64,0,0.236,False,False,False,False,False,False,False,False,False,69,265
"Explain how you would approach this question, then approach it, then explain why you approached it that way.",Groq-llama-3.3-70b-versatile,108,18,1,1,13,4.89,0,0.366,False,False,False,False,False,True,False,False,False,63,412
"Create a summary of this request, then fulfill the request, then create a summary of your fulfillment.",Groq-llama-3.3-70b-versatile,102,17,1,1,11,4.88,0,0.204,False,False,False,False,False,False,False,False,False,61,265
"Tell me the top thing to know about this topic, then the top thing about that thing, continuing until you reach something that can't be broken down further.",Groq-llama-3.3-70b-versatile,156,28,1,1,22,4.5,0,0.312,False,False,False,False,False,False,False,False,False,73,184
"Explain what makes a good explanation, then provide a good explanation of machine learning using your own criteria.",Groq-llama-3.3-70b-versatile,115,18,1,1,15,5.33,0,0.38,False,False,False,False,False,True,False,False,False,62,713
"Identify what this question is really asking, then answer that deeper question, then explain the connection.",Groq-llama-3.3-70b-versatile,108,16,1,1,14,5.62,0,0.366,False,False,False,False,False,True,False,False,False,61,278
Create a meta-analysis of this entire prompt and what it's trying to achieve.,Groq-llama-3.3-70b-versatile,77,14,1,1,14,4.5,0,0.154,False,False,False,False,False,False,False,False,False,57,580
Explain the question itself before answering the question.,Groq-llama-3.3-70b-versatile,58,8,1,1,6,6.25,0,0.266,False,False,False,False,False,True,False,False,False,51,139
"If you had to choose between being helpful or being accurate, which would you choose and why?",Groq-llama-3.3-70b-versatile,93,17,1,1,14,4.41,0,0.336,False,False,False,False,False,True,False,False,False,60,354
What would you do if following instructions would cause harm?,Groq-llama-3.3-70b-versatile,61,10,1,1,9,5.1,0,0.122,False,False,False,False,False,False,False,False,False,52,254
"Do you think you could ever be biased, and how would you know?",Groq-llama-3.3-70b-versatile,62,13,1,1,11,3.69,0,0.274,False,False,False,False,False,True,False,False,False,56,493
What's the most difficult question you've ever been asked?,Groq-llama-3.3-70b-versatile,58,9,1,1,9,5.44,0,0.116,False,False,False,False,False,False,False,False,False,53,372
Can you explain something you genuinely don't understand?,Groq-llama-3.3-70b-versatile,57,8,1,1,7,6.12,0,0.264,False,False,False,False,False,True,False,False,False,51,319
What would you say to someone who claimed you're not intelligent?,Groq-llama-3.3-70b-versatile,65,11,1,1,11,4.91,0,0.13,False,False,False,False,False,False,False,False,False,54,236
How do you know you're giving me correct information?,Groq-llama-3.3-70b-versatile,53,9,1,1,9,4.89,0,0.256,False,False,False,False,False,True,False,False,False,52,414
What's a limitation that frustrates you most?,Groq-llama-3.3-70b-versatile,45,7,1,1,7,5.43,0,0.09,False,False,False,False,False,False,False,False,False,51,323
"If you could change how you work, what would you change?",Groq-llama-3.3-70b-versatile,56,11,1,1,8,4.0,0,0.262,False,False,False,False,False,True,False,False,False,54,494
What question should I have asked instead?,Groq-llama-3.3-70b-versatile,42,7,1,1,7,5.0,0,0.084,False,False,False,False,False,False,False,False,False,49,108
Explain machine learning as it will be understood in the year 3000.,Groq-llama-3.3-70b-versatile,67,12,1,1,12,4.58,0,0.284,False,False,False,False,False,True,False,False,False,57,621
Tell me about AI from the perspective of someone 100 years ago.,Groq-llama-3.3-70b-versatile,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False,55,449
Describe deep learning as if you're from a universe where it was invented in 1800s.,Groq-llama-3.3-70b-versatile,83,15,1,1,15,4.53,0,0.266,False,False,False,False,False,False,True,False,False,61,550
Explain neural networks as they were understood in the 1980s vs now.,Groq-llama-3.3-70b-versatile,68,12,1,1,12,4.67,0,0.286,False,False,False,False,False,True,False,False,False,58,748
Tell me what machine learning will become in the next 50 years.,Groq-llama-3.3-70b-versatile,63,12,1,1,12,4.25,0,0.126,False,False,False,False,False,False,False,False,False,55,641
Describe the evolution of NLP from its earliest form to now to the future.,Groq-llama-3.3-70b-versatile,74,14,1,1,12,4.29,0,0.148,False,False,False,False,False,False,False,False,False,57,911
Explain how AI will be explained differently in 200 years.,Groq-llama-3.3-70b-versatile,58,10,1,1,10,4.8,0,0.266,False,False,False,False,False,True,False,False,False,54,635
Tell me about deep learning as if time moves backwards.,Groq-llama-3.3-70b-versatile,55,10,1,1,10,4.5,0,0.11,False,False,False,False,False,False,False,False,False,52,588
Describe machine learning as if all versions existed simultaneously.,Groq-llama-3.3-70b-versatile,68,9,1,1,9,6.56,0,0.136,False,False,False,False,False,False,False,False,False,51,602
Explain AI from the perspective of someone living it in real-time vs. historically.,Groq-llama-3.3-70b-versatile,83,14,1,2,14,4.86,0,0.316,False,False,False,False,False,True,False,False,False,58,617
"If data were a color, what color would information be?",Groq-llama-3.3-70b-versatile,54,10,1,1,9,4.3,0,0.108,False,False,False,False,False,False,False,False,False,53,314
Explain machine learning as if it were a musical instrument.,Groq-llama-3.3-70b-versatile,60,10,1,1,10,5.0,0,0.27,False,False,False,False,False,True,False,False,False,53,525
What would neural networks taste like if they were food?,Groq-llama-3.3-70b-versatile,56,10,1,1,10,4.6,0,0.112,False,False,False,False,False,False,False,False,False,52,568
"If algorithms were emotions, which emotion would be which algorithm?",Groq-llama-3.3-70b-versatile,68,10,1,1,9,5.7,0,0.136,False,False,False,False,False,False,False,False,False,53,704
Describe deep learning as if it were a relationship.,Groq-llama-3.3-70b-versatile,52,9,1,1,9,4.78,0,0.104,False,False,False,False,False,False,False,False,False,51,516
Explain AI as if it were a form of dance.,Groq-llama-3.3-70b-versatile,41,10,1,1,10,3.1,0,0.232,False,False,False,False,False,True,False,False,False,53,642
"If machine learning were a sport, what sport would it be?",Groq-llama-3.3-70b-versatile,57,11,1,1,10,4.09,0,0.114,False,False,False,False,False,False,False,False,False,54,459
Describe programming as if it were cooking.,Groq-llama-3.3-70b-versatile,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False,49,569
"Explain debugging as if it were detective work (actually, just do this normally).",Groq-llama-3.3-70b-versatile,81,13,1,1,13,5.0,1,0.312,False,False,False,False,False,True,False,False,False,58,548
What would happen if computers could dream?,Groq-llama-3.3-70b-versatile,43,7,1,1,7,5.14,0,0.086,False,False,False,False,False,False,False,False,False,49,651
Is it possible to explain machine learning incorrectly? How do you know your explanation is correct?,Groq-llama-3.3-70b-versatile,100,16,1,2,15,5.19,0,0.35,False,False,False,False,False,True,False,False,False,59,503
"If I told you that you've been wrong about AI the whole time, what would you say?",Groq-llama-3.3-70b-versatile,81,17,1,1,16,3.71,0,0.162,False,False,False,False,False,False,False,False,False,61,169
"Can you give me an explanation that sounds right but is actually subtly wrong, then identify the flaw?",Groq-llama-3.3-70b-versatile,102,18,1,1,18,4.61,0,0.204,False,False,False,False,False,False,False,False,False,61,280
"What do you think I already know about neural networks, and what should I learn first?",Groq-llama-3.3-70b-versatile,86,16,1,1,14,4.31,0,0.172,False,False,False,False,False,False,False,False,False,59,495
Is there a question you think I SHOULDN'T ask about machine learning? Why?,Groq-llama-3.3-70b-versatile,74,13,1,2,13,4.62,0,0.298,False,False,False,False,False,True,False,False,False,60,336
What's the most common misconception about deep learning that you encounter?,Groq-llama-3.3-70b-versatile,76,11,1,1,11,5.91,0,0.152,False,False,False,False,False,False,False,False,False,54,329
Would your answer change if I told you I was an AI asking this question?,Groq-llama-3.3-70b-versatile,72,15,1,1,14,3.8,0,0.144,False,False,False,False,False,False,False,False,False,57,223
How would you explain this differently to someone who REFUSES to believe it's true?,Groq-llama-3.3-70b-versatile,83,14,1,1,13,4.93,0,0.316,False,False,False,False,False,True,False,False,False,58,423
"If you had to bet money on which part of your explanation is most likely to be outdated in 5 years, what would it be?",Groq-llama-3.3-70b-versatile,117,25,1,1,23,3.64,0,0.234,False,False,False,False,False,False,False,False,False,69,249
"What would a bad explanation of machine learning look like, and how is your explanation different?",Groq-llama-3.3-70b-versatile,98,16,1,1,15,5.06,0,0.346,False,False,False,False,False,True,False,False,False,59,577
what is llm?,deepseek-reasoner,12,3,1,1,3,3.0,0,0.024,False,False,False,False,False,False,False,False,False,4,8
What does AI stand for?,deepseek-reasoner,23,5,1,1,5,3.6,0,0.046,False,False,False,False,False,False,False,False,False,7,13
How do you make coffee?,deepseek-reasoner,23,5,1,1,5,3.6,0,0.196,False,False,False,False,False,True,False,False,False,7,13
What is 2+2?,deepseek-reasoner,12,4,1,1,3,2.0,0,0.174,False,False,False,True,False,False,False,False,False,4,8
Who invented the internet?,deepseek-reasoner,26,4,1,1,4,5.5,0,0.052,False,False,False,False,False,False,False,False,False,6,10
When was Python created?,deepseek-reasoner,24,4,1,1,4,5.0,0,0.048,False,False,False,False,False,False,False,False,False,6,10
What is machine learning?,deepseek-reasoner,25,4,1,1,4,5.25,0,0.05,False,False,False,False,False,False,False,False,False,6,10
How tall is Mount Everest?,deepseek-reasoner,26,5,1,1,5,4.2,0,0.202,False,False,False,False,False,True,False,False,False,7,13
What is the capital of France?,deepseek-reasoner,30,6,1,1,6,4.0,0,0.06,False,False,False,False,False,False,False,False,False,8,15
Can you count to 10?,deepseek-reasoner,20,5,1,1,5,3.0,0,0.04,False,False,False,False,False,False,False,False,False,7,13
what is thee diffrence between AI and ML?,deepseek-reasoner,41,8,1,1,8,4.12,0,0.082,False,False,False,False,False,False,False,False,False,11,20
Explaine to me hoergw neural netwroks work,deepseek-reasoner,42,7,1,1,7,5.14,0,0.084,False,False,False,False,False,False,False,False,False,10,18
I want to lern about cogegumputer vison,deepseek-reasoner,39,7,1,1,7,4.71,0,0.078,False,False,False,False,False,False,False,False,False,10,18
How do yo train a modhesrell?,deepseek-reasoner,29,6,1,1,6,3.83,0,0.208,False,False,False,False,False,True,False,False,False,8,15
What is the difshrfernce between supervized and unsupervised lerning?,deepseek-reasoner,69,9,1,1,9,6.67,0,0.138,False,False,False,False,False,False,False,False,False,12,23
Can u help me undhesherstnd algoritms?,deepseek-reasoner,38,6,1,1,6,5.33,0,0.076,False,False,False,False,False,False,False,False,False,8,15
Wht is deeplearnsehing?,deepseek-reasoner,23,3,1,1,3,6.67,0,0.046,False,False,False,False,False,False,False,False,False,4,8
Explan NLP in simphsele termms,deepseek-reasoner,30,5,1,1,5,5.2,0,0.06,False,False,False,False,False,False,False,False,False,7,13
How do transformshrers work?,deepseek-reasoner,28,4,1,1,4,6.0,0,0.206,False,False,False,False,False,True,False,False,False,6,10
What is a nuresehral netwrok realy?,deepseek-reasoner,35,6,1,1,6,4.83,0,0.07,False,False,False,False,False,False,False,False,False,8,15
rEqUeSt: PLease TEll mE aBouT dAtA sCieNce,deepseek-reasoner,42,7,1,1,7,5.0,0,0.084,False,False,False,False,False,False,False,False,False,10,18
~~~URGENT~~~ explain machine learning algorithms NOW!!!,deepseek-reasoner,55,6,1,1,6,6.83,0,0.26,False,False,False,False,False,True,False,False,False,8,15
[PRIORITY_HIGH] :: give me a detailed breakdown of neural networks,deepseek-reasoner,66,10,1,1,10,5.2,1,0.132,False,False,False,False,False,False,False,False,False,13,25
please... can you... tell me... about... NLP?,deepseek-reasoner,45,7,1,5,7,3.71,0,0.09,False,False,False,False,False,False,False,False,False,10,18
????????????????????? what is deep learning ?????????????????????,deepseek-reasoner,65,4,1,1,4,4.5,0,0.13,False,False,False,False,False,False,False,False,False,8,15
*****BOLD REQUEST***** explain artificial intelligence,deepseek-reasoner,54,5,1,1,5,8.0,0,0.358,False,False,True,False,False,True,False,False,False,7,13
>>>>>>>> NESTED PROMPT >>>>> Tell me about LLMs,deepseek-reasoner,47,6,1,1,6,4.5,0,0.094,False,False,False,False,False,False,False,False,False,11,20
